city,division,description,link,House No.,Flat No.,Area,Price per month,Number of rooms ,Floor,No. of floors,Build year,Building type,Heating system,energy_class,Nearest kindergarten,Nearest educational institution,Nearest shop,Public transport stop
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Žirmūnų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-neremontuotas-taciau-labai-tvarkingas-butas-4-1104543/,123,,35 m²,300 €,1,7,12,1981,Brick,Central,1 Class Good (1-3),180 m,250 m,70 m,310 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Mindaugo g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-mindaugo-g-isnuomojamas-2-kambariu-butas-ir-pozeminis-4-1098013/,23A,,56 m²,600 €,2,5,9,2008,Brick,Central thermostat,1 Class Good (1-3),280 m,340 m,120 m,280 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Naugarduko g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-studentiskas-butas-du-mazi-izoliuoti-4-1104499/,,,48 m²,570 €,3,3,5,1959,Block house,Central,1 Class Good (1-3),150 m,210 m,410 m,100 m
Vilnius,Šeškinė,"Vilnius, Šeškinė, Paberžės g., Room rent",https://en.aruodas.lt/butu-nuoma-vilniuje-seskineje-paberzes-g-nuomojamas-labai-geras-jaukus-1-kambarys-su-4-1104483/,,,12 m²,170 €,1,9,9,1981,Block house,Central,,220 m,100 m,260 m,90 m
Vilnius,Naujininkai,"Vilnius, Naujininkai, Telšių g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-telsiu-g-nuomojamas-mansardinis-4-kambariu-butas-4-904085/,,,65 m²,620 €,4,4,4,2015,Brick,Geothermal,,170 m,170 m,190 m,230 m
Vilnius,Šiaurės miestelis,"Vilnius, Šiaurės miestelis, S. Žukausko g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-s-zukausko-g-nuomojamas-sviesus-pilnai-irengtas-2-4-1104457/,18,62,42 m²,550 €,2,9,9,2005,Brick,Central thermostat,1 Class Good (1-3),500 m,210 m,240 m,280 m
Vilnius,Naujininkai,"Vilnius, Naujininkai, Tyzenhauzų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-tyzenhauzu-g-tiesiogiai-be-tarpininku-isnuomosiu-puiku-ir-4-1104427/,,,"20,39 m²",299 €,1,1,2,1958,Brick,Central,1 Class Good (1-3),490 m,370 m,170 m,280 m
Vilnius,Žvėrynas,"Vilnius, Žvėrynas, Stirnų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zveryne-stirnu-g-butas-laisvas-nuo-lapkricio-menesio-nt-4-1059589/,21,,45 m²,650 €,2,4,6,2015,Brick,Central thermostat,1 Class Good (1-3),420 m,420 m,350 m,240 m
Vilnius,Grigiškės,"Vilnius, Grigiškės, 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-grigiskese-nuomojamas-90-kv-labai-graziai-irengtas-butas-4-1104389/,,,90 m²,599 €,4,2,5,1994,Brick,Central,,190 m,240 m,180 m,120 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, L. Sapiegos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-l-sapiegos-g-for-rent-commencing-november-1st-2-bedroom-4-1093065/,4,,81 m²,850 €,3,3,7,2007,Brick,Gas,,230 m,230 m,450 m,340 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, Nemenčinės pl., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-nemencines-pl-isnuomojamas-kokybiskai-irengtas-dvieju-4-1104343/,4C,9,50 m²,650 €,2,3,6,2018,Block house,Central,1 Class Good (1-3),720 m,710 m,80 m,80 m
,,,,,,,,,,,,,,,,,,
Vilnius,Baltupiai,"Vilnius, Baltupiai, Kalvarijų g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-kalvariju-g-isnuomojamas-erdvus-prabangiai-irengtas-3-4-1104327/,,,110 m²,850 €,3,2,3,2000,Brick,Gas,,260 m,470 m,320 m,260 m
Vilnius,Lazdynai,"Vilnius, Lazdynai, Erfurto g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-erfurto-g-3-ju-kambariu-buto-nuoma-isnuomojamas-4-1104321/,,,61 m²,550 €,3,1,5,1971,Block house,Central,,170 m,330 m,70 m,50 m
Vilnius,Užupis,"Vilnius, Užupis, Filaretų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-uzupyje-filaretu-g-puikiai-isplanuotas-naujos-statybos-ir-4-1104309/,17C,,62 m²,865 €,2,3,3,2017,Brick,Central thermostat,,30 m,190 m,520 m,170 m
Vilnius,Fabijoniškės,"Vilnius, Fabijoniškės, Salomėjos Nėries g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-isnuomojamas-sviesus-ir-ekonomiskas-2-4-516511/,,,46 m²,430 €,2,10,12,2013,Brick,"Central thermostat, gas",,460 m,980 m,390 m,50 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Minties g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-minties-g-isnuomojamas-jaukus-3-kambariu-butas-iki-4-1104299/,,,52 m²,520 €,3,5,5,1966,Block house,Central,,250 m,410 m,120 m,30 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Gynėjų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gyneju-g-nuomojamas-erdvus-2-kambariu-nestandartinio-4-1101873/,14,,"70,7 m²",750 €,2,9,9,2006,Brick,Central thermostat,1 Class Good (1-3),490 m,220 m,340 m,140 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Žygimantų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-zygimantu-g-isnuomojamas-1-k-4343-kvm-butas-4-1104267/,11,,"43,43 m²",700 €,1,1,5,1940,Brick,Central,1 Class Good (1-3),440 m,190 m,290 m,250 m
Vilnius,Pilaitė,"Vilnius, Pilaitė, Papilėnų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-papilenu-g-rezervuotas-ramioje-vietoje-pilaiteje-4-1104253/,15,,50 m²,400 €,2,3,5,1992,Block house,Central,1 Class Good (1-3),150 m,330 m,170 m,90 m
Vilnius,Užupis,"Vilnius, Užupis, Polocko g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-isnuomuojama-pvm-moketojui-kaina-550-pvm-4-1104233/,,,33 m²,550 €,2,2,6,2020,Brick,Central thermostat,,380 m,290 m,180 m,40 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Lvovo g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-lvovo-g-isnuomuojamas-irengtas-butas-minimalus-4-1104235/,89,,49 m²,450 €,2,4,4,2010,Brick,Gas,,310 m,180 m,610 m,20 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, A. Juozapavičiaus g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-juozapaviciaus-g-pasiulymas-norintiems-gyventi-paciame-miesto-4-784723/,,,40 m²,550 €,1,1,6,2008,Brick,Central,,180 m,40 m,250 m,240 m
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Žemynos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-zemynos-g-nuomojamas-jaukus-siltas-sviesus-dvieju-4-1104221/,27,,51 m²,400 €,2,7,9,1988,Block house,Central,1 Class Good (1-3),220 m,300 m,120 m,400 m
Vilnius,Žvėrynas,"Vilnius, Žvėrynas, Latvių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zveryne-latviu-g-vilniaus-sirdyje-zveryne-latviu-gatveje-4-1104219/,38,,19 m²,380 €,1,2,3,2007,Brick,Gas,,30 m,290 m,270 m,210 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Žirmūnų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-nuomuojamas-jaukus-1-kambario-butas-itin-4-1104215/,57,53,"21,5 m²",300 €,1,5,9,1966,Brick,Central,1 Class Good (1-3),440 m,140 m,170 m,190 m
Vilnius,Pavilnys,"Vilnius, Pavilnys, Pranciškaus Petro Būčio g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pavilnyje-pranciskaus-petro-bucio-g-nuomojamas-labai-jaukus-kotedzas-per-2-4-1103767/,,,83 m²,900 €,4,1,1,2021,Brick,Gas,,"1,5 km","1,8 km","1,4 km",320 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Kalvarijų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-be-tarpininku-isnuomojamos-vieno-kambario-4-1104195/,57A,,15 m²,300 €,1,4,5,1974,Brick,Central,1 Class Good (1-3),130 m,300 m,110 m,130 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Žirmūnų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-isnuomojamas-jaukus-2-kambariu-butas-iki-4-1104193/,30C,,"51,24 m²",600 €,2,8,9,2007,Brick,Central,1 Class Good (1-3),130 m,140 m,430 m,350 m
Vilnius,Baltupiai,"Vilnius, Baltupiai, Didlaukio g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-jei-nuomininkai-netures-savo-baldujie-bus-4-1104179/,70,,64 m²,650 €,3,2,9,1971,Block house,Central,1 Class Good (1-3),140 m,210 m,160 m,100 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, M. Daukšos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-m-dauksos-g-ka-tik-irengtas-modernus-butas-paciame-4-1104175/,8,,68 m²,970 €,3,4,4,1940,Brick,Other,1 Class Good (1-3),230 m,80 m,250 m,30 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, M. Daukšos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-m-dauksos-g-naujai-irengtas-butas-vilniaus-centre-4-1104171/,8,,60 m²,900 €,3,4,4,1940,Brick,Other,1 Class Good (1-3),230 m,80 m,250 m,30 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Šaltinių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saltiniu-g-vieno-kambario-butas-vilniaus-centre-aukstos-4-920925/,11,1,35 m²,560 €,1,2,5,"1890 construction, 1991 renovation",Brick,Central,1 Class Good (1-3),310 m,140 m,250 m,240 m
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Gabijos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-gabijos-g-jaukus-dvieju-kambariu-butukas-350-eu-4-1104091/,69,,37 m²,350 €,2,5,5,1988,Block house,Central,1 Class Good (1-3),190 m,210 m,330 m,150 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Stiklių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-stikliu-g-jeigu-jus-seniai-svajojote-gyventi-pacioje-4-1104047/,16,,57 m²,790 €,2,3,3,"1940 construction, 2007 renovation",Brick,Central,1 Class Good (1-3),340 m,220 m,140 m,160 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Naugarduko g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-isnuomojamas-naujas-jaukus-tylus-butas-su-4-1104019/,,,"37,8 m²",590 €,2,2,4,2020,Brick,Central thermostat,,260 m,330 m,310 m,50 m
Vilnius,Trakų Vokė,"Vilnius, Trakų Vokė, J. Tiškevičiaus g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-traku-vokeje-j-tiskeviciaus-g-isnuomuociau-3-k-buta-traku-vokeje-siuo-metu-4-1104005/,3,,52 m²,300 €,3,2,2,1965,Brick,Central,1 Class Good (1-3),130 m,210 m,380 m,70 m
,,,,,,,,,,,,,,,,,,
Vilnius,Trakų Vokė,"Vilnius, Trakų Vokė, J. Tiškevičiaus g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-traku-vokeje-j-tiskeviciaus-g-isnuomuociau-3-k-buta-traku-vokeje-siuo-metu-4-1104005/,3,,52 m²,300 €,3,2,2,1965,Brick,Central,1 Class Good (1-3),130 m,210 m,380 m,70 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Linkmenų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-linkmenu-g-nuo-20211015-isnuomojamas-premium-klases-4-1103959/,,,50 m²,750 €,2,7,7,2015,Brick,Central thermostat,,460 m,230 m,380 m,340 m
Vilnius,Baltupiai,"Vilnius, Baltupiai, Jurgio Lebedžio g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-jurgio-lebedzio-g-isnuomojamas-1-kambario-naujai-ir-kokybiskai-4-1103957/,,,30 m²,450 €,1,1,5,2020,Brick,Central thermostat,,230 m,750 m,440 m,360 m
Vilnius,Justiniškės,"Vilnius, Justiniškės, Rygos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-justiniskese-rygos-g-isnuomojamas-erdvus-3-kambariu-butas-rygos-g-4-1092597/,46,,"71,5 m²",700 €,3,1,6,2021,Brick,Central thermostat,,310 m,310 m,200 m,230 m
Vilnius,Užupis,"Vilnius, Užupis, Baltasis skg., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-uzupyje-baltasis-skg-studio-tipo-butas-uzupyje-sename-4-1062149/,,,25 m²,350 €,1,2,2,2000,Other,Central thermostat,,360 m,170 m,310 m,130 m
Vilnius,Žvėrynas,"Vilnius, Žvėrynas, Stirnų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zveryne-stirnu-g-nuo-spalio-29-dienos-nuomuojamas-2-kambariu-4-642671/,21,,51 m²,680 €,2,6,6,2016,Brick,Central thermostat,1 Class Good (1-3),420 m,420 m,350 m,240 m
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Virbeliškių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-virbeliskiu-g-nuomojamas-erdvus-2-kambariu-butas-su-4-1103849/,,,52 m²,500 €,2,7,7,2013,Brick,Central thermostat,1 Class Good (1-3),140 m,370 m,110 m,120 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Aguonų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-aguonu-g-isnuomojami-naujai-irengtas-butas-4-1103821/,,,45 m²,1 000 €,2,2,3,2019,Brick,Central thermostat,,240 m,100 m,190 m,230 m
Vilnius,Karoliniškės,"Vilnius, Karoliniškės, Igno Šimulionio g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-igno-simulionio-g-nuomojamas-butas-nuo-spalio-mennuomojamas-4-1103785/,5,,78 m²,950 €,3,1,3,2007,Brick,Central thermostat,,340 m,120 m,360 m,450 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Kalvarijų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-isnuomojamas-naujai-irengtas-butas-salia-4-953513/,6,,54 m²,600 €,2,3,3,1940,Brick,"Electric, solid fuel",,230 m,300 m,60 m,130 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, S. Konarskio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-s-konarskio-g-isnuomojamas-jaukus-sviesus-ir-erdvus-2-4-1103741/,,,60 m²,640 €,2,4,9,2000,Brick,Electric,,290 m,170 m,360 m,100 m
Vilnius,Pilaitė,"Vilnius, Pilaitė, Vydūno g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-vyduno-g-4-1054977/,,,71 m²,420 €,3,3,9,1994,Block house,Central,,220 m,90 m,250 m,50 m
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Eitminų g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-eitminu-g-isnuomojamas-jaukus-3-k-butas-perkunkiemyje-4-1103727/,,,58 m²,480 €,3,3,9,2015,Brick,Central thermostat,,130 m,"1,1 km",360 m,100 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Tuskulėnų g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-tuskulenu-g-nuo-lapkricio-1-d-isnuomojamas-labai-4-1103695/,,,64 m²,650 €,4,8,9,1974,Block house,Central,,150 m,230 m,330 m,180 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, Vytauto Žalakevičiaus g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-vytauto-zalakeviciaus-g-nuo-lapkricio-antros-puses-nuomojamas-naujos-4-715785/,,,"76,5 m²",900 €,3,1,6,2015,Brick,Central thermostat,,670 m,650 m,120 m,150 m
Vilnius,Naujininkai,"Vilnius, Naujininkai, Garvežių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-garveziu-g-4-781569/,,,36 m²,260 €,1,9,9,1989,Brick,Central,1 Class Good (1-3),140 m,270 m,510 m,540 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Raitininkų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-raitininku-g-isnuomojamas-2-kambariu-kokybiskai-irengtas-4-1103655/,,,52 m²,700 €,2,2,7,2019,Brick,"Central, central thermostat",,400 m,430 m,200 m,230 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, Klinikų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-kliniku-g-buto-nuoma-be-tarpininku-kaina-400-euru-4-1103651/,7,,32 m²,400 €,1,1,4,1963,Brick,Central,,230 m,340 m,110 m,280 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Tilto g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-tilto-g-isnuomojamas-isskirtinai-jaukus-3k-103-kv-4-1103609/,,,103 m²,1 350 €,3,5,5,1938,Brick,Central,,590 m,210 m,280 m,110 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Linkmenų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-linkmenu-g-nuomojamas-naujai-irengtas-vieno-kambario-4-1103561/,33,,39 m²,700 €,1,4,4,2021,Brick,Central,,670 m,470 m,460 m,500 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Tuskulėnų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-tuskulenu-g-nuoma-savininkas-be-jokiu-agenturu-mokescio-4-1103307/,38,,47 m²,650 €,2,3,5,1969,Block house,Central,1 Class Good (1-3),10 m,120 m,390 m,110 m
Vilnius,Žvėrynas,"Vilnius, Žvėrynas, Deltuvos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zveryne-deltuvos-g-butas-zveryno-panoramose-su-stovejimo-vieta-4-1103535/,,,"40,46 m²",700 €,2,5,9,2020,Monolithic,Central,,420 m,360 m,330 m,230 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Gedimino pr., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gedimino-pr-prestizineje-vietoje-vilniaus-senamiestyje-4-1103509/,13,,"57,22 m²",1 100 €,2,2,4,1952,Brick,Central,1 Class Good (1-3),250 m,370 m,50 m,30 m
Vilnius,Lazdynai,"Vilnius, Lazdynai, Erfurto g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-erfurto-g-isnuomojamas-tvarkingas-jaukus-ramioje-4-1103435/,24,,61 m²,520 €,3,5,5,1969,Block house,Central,1 Class Good (1-3),300 m,210 m,250 m,120 m
Vilnius,Užupis,"Vilnius, Užupis, Polocko g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-jaukus-64-kvadratu-butas-ramioje-uzupio-4-1103433/,34,C,64 m²,1 500 €,2,1,1,"2009 construction, 2021 renovation",Brick,Gas,,270 m,240 m,320 m,180 m
,,,,,,,,,,,,,,,,,,
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Konstitucijos pr., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-konstitucijos-pr-isnuomojamas-2-k-butas-miesto-centre-4-1083057/,15,,58 m²,850 €,2,3,8,2005,Monolithic,Central thermostat,1 Class Good (1-3),330 m,150 m,250 m,120 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Klaipėdos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-klaipedos-g-isnuomojamas-stilingas-labai-mazai-gyventas-4-892395/,7B,9,"60,53 m²",920 €,2,2,4,2013,Other,"Central, gas",1 Class Good (1-3),170 m,200 m,340 m,130 m
Vilnius,Naujoji Vilnia,"Vilnius, Naujoji Vilnia, Pramonės g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-pramones-g-nuomojamas-ekonomiskas-sviesus-naujai-4-1010195/,49,229,22 m²,250 €,1,2,4,"1970 construction, 2020 renovation",Brick,Central,,510 m,460 m,350 m,80 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Lvovo g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-lvovo-g-isnuomojamas-studijos-tipo-butas-labiausiai-4-1091793/,9,,21 m²,395 €,1,2,2,1940,Brick,"Central, central thermostat, other",,120 m,220 m,270 m,20 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, Pylimėlių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-pylimeliu-g-nuomojamas-2-kamabariu-butas-su-balkonu-ir-4-1087905/,26,,56 m²,600 €,2,3,3,2002,Brick,Gas,,"1,5 km",810 m,670 m,580 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Bazilijonų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-bazilijonu-g-nuo-lapkricio-1-iki-gruodzio-30-dienos-4-1103203/,6,12,44 m²,500 €,2,2,4,1940,Brick,Central,1 Class Good (1-3),320 m,90 m,60 m,50 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Šeimyniškių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-seimyniskiu-g-nuomojamas-naujai-irengtas-butas-vilniuje-4-1103197/,19A,,34 m²,650 €,2,8,9,2021,Brick,Central thermostat,,320 m,450 m,120 m,180 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, L. Stuokos-Gucevičiaus g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-l-stuokos-guceviciaus-g-kvieciame-pasinaudoti-ilgalaikes-nuomos-4-1020471/,1,,22 m²,495 €,1,3,4,2008,Brick,Central thermostat,,440 m,130 m,250 m,190 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Raugyklos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-raugyklos-g-bukite-pirmi-naujo-sviesaus-buto-gyventojai-4-1103049/,21,,39 m²,680 €,2,4,4,2019,Brick,Central thermostat,1 Class Good (1-3),180 m,120 m,90 m,120 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Juozo Balčikonio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-juozo-balcikonio-g-nuomojamas-butas-nuo-spalio-1-d-be-4-1012707/,3,,"51,01 m²",590 €,2,2,5,2009,Brick,Central,,120 m,470 m,190 m,220 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Visų Šventųjų g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-visu-sventuju-g-nuo-spalio-2021m-iki-kovo-15d-2022m-4-1102983/,7,,100 m²,1 800 €,3,2,3,"1623 construction, 2019 renovation",Brick,Central thermostat,,240 m,190 m,150 m,60 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Gerosios Vilties g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gerosios-vilties-g-isnuomuojamas-nedidelis-ekonomiskas-butas-4-1106093/,40,40,32 m²,230 €,1,3,5,1976,Block house,Central,1 Class Good (1-3),250 m,380 m,250 m,280 m
Vilnius,Justiniškės,"Vilnius, Justiniškės, Taikos g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-naujai-irengtas-1-kambario-butas-visiskai-4-1102959/,157B,,"29,5 m²",450 €,1,1,4,2021,Brick,Central thermostat,,170 m,130 m,220 m,90 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Bazilijonų g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-bazilijonu-g-renting-a-new-fully-furnished-apartment-with-4-1105689/,3,,"53,55 m²",1 000 €,3,1,5,2020,Brick,Central thermostat,,320 m,120 m,20 m,50 m
Vilnius,Jeruzalė,"Vilnius, Jeruzalė, Kazio Borutos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-kazio-borutos-g-nuo-spalio-menesio-isnuomuojame-myleta-ir-4-692861/,28,,80 m²,750 €,3,4,4,2001,Brick,Gas,,500 m,860 m,430 m,200 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Vytenio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vytenio-g-nuomojamas-jaukus-2-kambariu-butas-vytenio-4-573815/,31,49,49 m²,570 €,2,3,5,1967,Block house,Central,1 Class Good (1-3),170 m,280 m,430 m,270 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Kalvarijų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-skelbimo-tekstas-be-tarpininku-4-150614/,196,,27 m²,299 €,1,1,9,1995,Brick,Central,1 Class Good (1-3),200 m,390 m,140 m,120 m
Vilnius,Kalnėnai,"Vilnius, Kalnėnai, Gurių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-kalnenuose-guriu-g-isnuomojamas-jaukus-ir-kokybiskai-irengtas-3-4-1102887/,53,,70 m²,760 €,3,2,3,2008,Brick,Central thermostat,,270 m,"1,9 km",610 m,90 m
